original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,manual_sentiment
klimapflicht,pflicht,"['pflichten', 'pflicht']",pflicht,f,"['klimapflichten', 'klimapflicht']","['Agenda', 'Verbindlichkeit', 'Schuldigkeit', 'Obliegenheit', 'Pflicht', 'Verpflichtung']",[],[],"['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['was getan werden muss, was von einem verlangt oder erwartet wird']",[],[],pflich,pflicht,pflicht,pflicht,,,,,,[],neutral
klimaplanwirtschaft,planwirtschaft,"['planwirtschaften', 'planwirtschaft']",planwirtschaft,f,"['klimaplanwirtschaften', 'klimaplanwirtschaft']","['Planwirtschaft', 'Zentralplanwirtschaft', 'Zentralverwaltungswirtschaft', 'Kommandowirtschaft']",[],[],"['non-market economy', 'economy', 'economic system', 'system', 'scheme', 'grouping', 'group', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine nicht marktwirtschaftliche Wirtschaft, in der staatliche Eingriffe bei der Zuweisung von Gütern und Ressourcen und der Festlegung von Preisen eine wichtige Rolle spielen']",[],[],planwirtschaf,planwirtschaft,planwirtschaft,planwirtschaft,,,,,,[],positive
klimapolemik,polemik,"['polemik', 'polemiken']",polemik,f,"['klimapolemik', 'klimapolemiken']","['unsachlicher Angriff', 'Polemik', 'scharfe Kritik']",[],[],"['tilt', 'contention', 'disceptation', 'argument', 'contestation', 'controversy', 'arguing', 'disputation', 'conflict', 'difference', 'dispute', 'difference of opinion', 'disagreement', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['eine Kontroverse (insbesondere über einen Glauben oder ein Dogma)'],[],[],polemik,polemik,polemik,polem,,,,,,[],neutral
klimapopulismus,populismus,['populismus'],populismus,m,['klimapopulismus'],"['Populismus', 'Lufthoheit über die Stammtische', 'gesunde Volksempfinden', 'populistische Parolen']","['Haltung', 'Auffassung vom Leben', 'Grundeinstellung', 'Einstellung zu', 'Philosophie', 'Mentalität']","['Haltung', 'Grundeinstellung', 'Auffassung vom Leben', 'Philosophie', 'Einstellung zu', 'Mentalität']","['philosophy', 'ism', 'school of thought', 'doctrine', 'philosophical system', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die politische Doktrin, die die Rechte und Befugnisse des einfachen Volkes in seinem Kampf gegen die privilegierte Elite unterstützt']",[],[],populismu,populismu,populism,populismus,,,,,,[],neutral
klimaprediger,prediger,"['predigern', 'predigers', 'prediger']",prediger,m,"['klimapredigern', 'klimapredigers', 'klimaprediger']","['Pfarrer', 'Mann Gottes', 'Gottesmann', 'Priester', 'Pfaffe', 'Schwarzrock', 'Prediger', 'Pastor']",[],[],"['reverend', 'clergyman', 'man of the cloth', 'spiritual leader', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'reverend', 'clergyman', 'man of the cloth', 'spiritual leader', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die befugt ist, religiöse Gottesdienste zu halten']",[],['demagoge'],predig,predig,predig,predig,,,,,,['demagoge'],neutral
klimapresse,presse,"['presse', 'pressen']",presse,f,"['klimapresse', 'klimapressen']","['Lohnschreiber', 'Journalisten', 'Medienleute', 'Schmock(s)', 'Presse', 'Verdichter', 'Zeitungswesen', 'Medienmeute', 'Medienvertreter', 'Zeitungsleute', 'Journaille', 'Printmedien', 'schreibende Zunft', 'Blattmacher']","['Dringlichkeit', 'Aktualität', 'Brisanz']","['Dringlichkeit', 'Brisanz', 'Aktualität', 'Dringlichkeit', 'Brisanz', 'Aktualität']","['piece of furniture', 'article of furniture', 'furniture', 'furnishing', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['ein hohes Möbelstück, das Stauraum für Kleidung bietet; hat eine Tür und Schienen oder Haken zum Aufhängen von Kleidung', 'ein Medium zur Verbreitung von Druckerzeugnissen', 'die Printmedien, die für die Sammlung und Veröffentlichung von Nachrichten in Form von Zeitungen oder Zeitschriften zuständig sind']",[],[],press,press,press,press,,,,,,[],neutral
klimaprofessor,professor,"['professor', 'professoren', 'professors']",professor,m,"['klimaprofessor', 'klimaprofessoren', 'klimaprofessors']","['Professor', 'Prof', 'Hochschulprofessor']",[],[],"['academic', 'academician', 'faculty member', 'pedagog', 'educator', 'pedagogue', 'professional', 'professional person', 'grownup', 'adult', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'academic', 'academician', 'faculty member', 'pedagog', 'educator', 'pedagogue', 'professional', 'professional person', 'grownup', 'adult', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der Mitglied des Lehrkörpers einer Hochschule oder Universität ist']",[],[],professor,professor,profess,professor,,,,,,[],neutral
klimaprofiteur,profiteur,"['profiteur', 'profiteuren', 'profiteure', 'profiteurs']",profiteur,m,"['klimaprofiteur', 'klimaprofiteuren', 'klimaprofiteure', 'klimaprofiteurs']","['Aasgeier', 'Profiteur', 'Parasit', 'Schinder', 'Profitmacher', 'Sklaventreiber', 'Leuteschinder', 'Hyäne', 'Blutsauger', 'Ausbeuter', 'Nutznießer', 'Halsabschneider']","['User', 'Benützer', 'Benutzer', 'Computer-Nutzer', 'Anwender', 'Nutzer']","['jemand', 'irgendjemand', 'jeder beliebige']","['capitalist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'capitalist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der übermäßige Gewinne erzielt (insbesondere bei knappen Gütern)', 'ein Aufseher von Sklaven bei der Arbeit']",[],[],profiteur,profiteur,profit,profiteur,,,,,,[],neutral
klimapropaganda,propaganda,['propaganda'],propaganda,f,['klimapropaganda'],"['Volksverhetzung', 'Agitation', 'Propaganda', 'Volksverführung', 'Täuschung', 'Volksverdummung', 'Demagogie', 'Vernebelung der Gehirne', 'Manipulation', 'Hetze']","['Versäumnis', 'Unterlassung', 'Versäumung', 'Nichteinhaltung']","['Nichteinhaltung', 'Versäumnis', 'Unterlassung', 'Versäumung']","['falsehood', 'untruth', 'falsity', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine irreführende Unwahrheit', 'leidenschaftliche Appelle an die Vorurteile und Gefühle der Bevölkerung']",[],[],propaganda,propaganda,propagand,propaganda,,,"['propaganda', 'propagandist']",,"['propaganda', 'propagandafilm']","['propaganda', 'propagandist', 'propaganda', 'propagandafilm']",neutral
klimapropagandafilm,propagandafilm,"['propagandafilmes', 'propagandafilme', 'propagandafilm', 'propagandafilmen', 'propagandafilms']",propagandafilm,m,"['klimapropagandafilmes', 'klimapropagandafilme', 'klimapropagandafilm', 'klimapropagandafilmen', 'klimapropagandafilms']",[],[],[],,abstraction,[],[],[],propagandafilm,propagandafilm,propagandafilm,propagandafilm,,,,,"['propagandafilm', 'propagandist']","['propagandafilm', 'propagandist']",neutral
klimapropagandist,propagandist,"['propagandist', 'propagandisten']",propagandist,m,"['klimapropagandist', 'klimapropagandisten']","['Zeitschriftenwerber', 'Straßenhändler', 'Straßenverkäufer', 'Promoter', 'Propagandist', 'Werber', 'Aboverkäufer', 'Drücker']","['Verticker', 'kaufmännischer Angestellter', 'Verkäuferin', 'kaufmännischer Mitarbeiter', 'Verkäufer', 'Kaufmann']","['Verkäufer', 'kaufmännischer Mitarbeiter', 'kaufmännischer Angestellter', 'Verticker', 'Kaufmann', 'Verkäuferin']","['interloper', 'trespasser', 'intruder', 'entrant', 'traveler', 'traveller', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'interloper', 'trespasser', 'intruder', 'entrant', 'traveler', 'traveller', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'interloper', 'trespasser', 'intruder', 'persona non grata', 'unwelcome person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'interloper', 'trespasser', 'intruder', 'persona non grata', 'unwelcome person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der sich aufdrängt oder vordrängt', 'eine Person, die Botschaften verbreitet, um eine Sache oder eine Regierung zu unterstützen']",[],[],propagandi,propagandist,propagand,propagandist,,,"['propaganda', 'propagandist']",,"['propagandist', 'propagandafilm']","['propaganda', 'propagandist', 'propagandist', 'propagandafilm']",neutral
klimaprotestler,protestler,"['protestlern', 'protestlers', 'protestler']",protestler,m,"['klimaprotestlern', 'klimaprotestlers', 'klimaprotestler']","['Demonstrierender', 'Protestierende', 'Wutbürger', 'Demonstrationsteilnehmer', 'Demonstrant', 'Protestler', 'Protestbürger']","['jeder beliebige', 'irgendjemand', 'jemand']","['jemand', 'irgendjemand', 'jeder beliebige', 'jemand', 'irgendjemand', 'jeder beliebige']","['reformer', 'meliorist', 'crusader', 'social reformer', 'reformist', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'reformer', 'meliorist', 'crusader', 'social reformer', 'reformist', 'disputant', 'eristic', 'controversialist', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der sich an einer öffentlichen Demonstration von Gruppengefühlen beteiligt', None]",[],[],protestl,protestl,protestl,protestl,,,,,,[],neutral
klimapseudowissenschaft,pseudowissenschaft,"['pseudowissenschaft', 'pseudowissenschaften']",pseudowissenschaft,f,"['klimapseudowissenschaft', 'klimapseudowissenschaften']","['Pseudowissenschaft', 'Scheinwissenschaft']",[],[],"['false belief', 'fallacy', 'misconception', 'idea', 'thought', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine Tätigkeit, die der Wissenschaft ähnelt, aber auf falschen Annahmen beruht']",[],[],pseudowissenschaf,pseudowissenschaft,pseudowissenschaft,pseudowissenschaft,,,,,,[],neutral
klimapäckchen,päckchen,"['päckchens', 'päckchen']",päckchen,n,"['klimapäckchens', 'klimapäckchen']","['Box', 'Päckchen', 'Kasten', 'Packung', 'Paket', 'Schachtel']","['Kollektion', 'Sammlung']","['Gruppierung', 'Clusterung', 'Bündelung']","['containerful', 'indefinite quantity', 'measure', 'amount', 'quantity', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die in einer Schachtel enthaltene Menge', 'ein kleines Päckchen oder Bündel']",[],[],packch,päckchen,päckchen,packch,,,,,,[],neutral
klimapäpstin,päpstin,"['päpstin', 'päpstinnen']",päpstin,f,"['klimapäpstin', 'klimapäpstinnen']",[],[],[],,person,[],[],[],papsti,päpstin,päpstin,papstin,,,,,"['päpstin', 'papst']","['päpstin', 'papst']",neutral
klimaquatsch,quatsch,"['quatsch', 'quatschs', 'quatsche', 'quatsches']",quatsch,m,"['klimaquatsch', 'klimaquatschs', 'klimaquatsche', 'klimaquatsches']","['Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Käse', 'Krampf', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'Pipifax', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Nonsense', 'Kappes', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Papperlapapp', 'Unsinn', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'käse', 'unfug', 'unsinn']","['blödsinn', 'gefasel', 'käse', 'unfug', 'unsinn']",quatsch,quatsch,quatsch,quatsch,,,,,,"['blödsinn', 'gefasel', 'käse', 'unfug', 'unsinn']",negative
klimarealismus,realismus,"['realismus', 'realismen']",realismus,m,"['klimarealismus', 'klimarealismen']","['Realitätssinn', 'Realismus', 'Wirklichkeitssinn']",[],[],"['actuality', 'existence', 'being', 'beingness', 'face of the earth', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",person,"['der Zustand, tatsächlich oder real zu sein']",[],[],realismu,realismu,realism,realismus,,,,,"['realismus', 'realist']","['realismus', 'realist']",neutral
klimarealist,realist,"['realist', 'realisten']",realist,m,"['klimarealist', 'klimarealisten']",[],[],[],,person,[],[],[],reali,realist,real,realist,,,,,"['realist', 'realismus']","['realist', 'realismus']",neutral
klimareligion,religion,"['religion', 'religionen']",religion,f,"['klimareligion', 'klimareligionen']","['Religion', 'Glauben', 'Glaubensrichtung', 'religiöse Überzeugung', 'Theismus', 'Gottesglauben', 'Glaube', 'Kirche', 'Weltanschauung']","['Religion', 'Glauben', 'Glaubensrichtung', 'religiöse Überzeugung', 'Glaube', 'Kirche', 'Weltanschauung']","['Glaube', 'Weltanschauung', 'Religion', 'Kirche', 'Glaubensrichtung', 'Glauben', 'religiöse Überzeugung']","['faith', 'religion', 'religious belief', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity', 'faith', 'religion', 'religious belief', 'theological virtue', 'supernatural virtue', 'cardinal virtue', 'virtue', 'good', 'goodness', 'morality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Lehre oder der Glaube an die Existenz eines Gottes oder von Göttern', 'eine Einrichtung zum Ausdruck des Glaubens an eine göttliche Macht']",[],[],religio,religion,relig,religion,,,,,,[],neutral
klimaretter,retter,"['rettern', 'retter', 'retters']",retter,m,"['klimarettern', 'klimaretter', 'klimaretters']","['Retter in der Not', 'Helfer in der Not', 'Retter', 'Helfer', 'rettender Engel']","['Belegschaft', 'Personalbestand', 'Personal', 'Arbeitnehmer', 'Angestellte']","['Arbeitnehmer', 'Personalbestand', 'Angestellte', 'Personal', 'Belegschaft']","['good person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'good person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die Menschen oder Institutionen hilft (insbesondere mit finanzieller Hilfe)']",[],[],rett,retter,ret,rett,,,,,"['retter', 'retterin']","['retter', 'retterin']",positive
klimaretterin,retterin,"['retterin', 'retterinnen']",retterin,f,"['klimaretterin', 'klimaretterinnen']",[],[],[],,person,[],[],[],retteri,retterin,retterin,retterin,,,,,"['retterin', 'retter']","['retterin', 'retter']",positive
klimarettung,rettung,"['rettung', 'rettungen']",rettung,f,"['klimarettung', 'klimarettungen']","['letzte Rettung', 'Erlösung', 'Befreiung', 'Rettung', 'Rettungsdienst', 'Bergung', 'Errettung']","['Handschlag', 'Handgriff', '(kleine) Nebenarbeit', 'Hilfeleistung', 'Handreichung']","['Handgriff', 'Handreichung', 'Handschlag', '(kleine) Nebenarbeit', 'Hilfeleistung', 'Handgriff', 'Handreichung', 'Handschlag', '(kleine) Nebenarbeit', 'Hilfeleistung', 'Handgriff', 'Handreichung', 'Handschlag', '(kleine) Nebenarbeit', 'Hilfeleistung']","['delivery', 'deliverance', 'rescue', 'saving', 'retrieval', 'recovery', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Rettung eines Schiffes, seiner Besatzung oder seiner Ladung aus einem Schiffswrack oder einem Brand', 'Rettung oder Bewahrung vor Verlust oder Gefahr', 'Befreiung von einer Verpflichtung oder Pflicht', 'ein Mittel, das vor Schaden oder Unannehmlichkeiten bewahrt', 'der Zustand, gerettet oder vor Schaden bewahrt zu werden']",[],[],rettung,rettung,rettung,rettung,,,,,,[],positive
klimascharade,scharade,"['scharaden', 'scharade']",scharade,f,"['klimascharaden', 'klimascharade']","['Charade', 'Scharade']",[],[],"['word', 'language unit', 'linguistic unit', 'part', 'constituent', 'portion', 'component', 'component part', 'relation', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Wort, das in einer Episode des Scharadenspiels vorgespielt wird']",[],[],scharad,scharad,scharade,scharad,,,,,,[],negative
klimaschiff,schiff,"['schiffes', 'schiffe', 'schiff', 'schiffen', 'schiffs']",schiff,n,"['klimaschiffes', 'klimaschiffe', 'klimaschiff', 'klimaschiffen', 'klimaschiffs']","['Boot', 'großes Auto', 'dicker Brummer', 'Kahn', 'Schiff', 'Straßenkreuzer', 'Schaluppe', 'Kutter', 'Pott']","['Gefährt', 'Fahrgerät', 'Vehikel', 'Fahrmaschine', 'Fahrzeug']","['Gruppierung', 'Clusterung', 'Bündelung']","['boat', 'watercraft', 'vessel', 'craft', 'vehicle', 'conveyance', 'transport', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['Ein für den Wassertransport konzipiertes Fahrzeug.', 'ein Schiff, das Passagiere oder Fracht befördert']",[],[],schiff,schiff,schiff,schiff,,,,,,[],negative
klimaschmerz,schmerz,"['schmerz', 'schmerze', 'schmerzes', 'schmerzen']",schmerz,m,"['klimaschmerz', 'klimaschmerze', 'klimaschmerzes', 'klimaschmerzen']","['Leid', 'Weh', 'Pein', 'Schmerz']",[],[],"['hurt', 'suffering', 'pain', 'painfulness', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['heftige Schmerzen des Leidens'],[],[],schmerz,schmerz,schmerz,schmerz,,,,,,[],negative
klimaschrecken,schrecken,"['schrecken', 'schreckens']",schrecken,m,"['klimaschrecken', 'klimaschreckens']","['Schreck', 'Schrecken', 'Grauen', 'Entsetzen', 'Erschrecken', 'Horrortrip', 'Horror']","['jemandem geht der Arsch mit Grundeis', 'jemandem geht die Muffe', 'Schiss inne Buchs haben', 'bangen', 'jemandem geht der Arsch auf Grundeis', 'sich ängstigen', 'Herz in der Hose haben', 'jemandem bange sein', 'Flattermann kriegen', 'Hosen gestrichen voll haben', 'bibbern', 'Angst haben', 'Muffensausen haben', 'befürchten', 'jemandem geht die Düse', 'etwas fürchten', 'sich fürchten', 'Hosen voll haben']","['Empfindung', 'Gefühlseindruck', 'Sinneseindruck', 'Empfindung', 'Gefühlseindruck', 'Sinneseindruck']","['fear', 'fearfulness', 'fright', 'emotion', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein überwältigendes Gefühl der Angst und Beunruhigung', 'etwas, das Entsetzen hervorruft; etwas Schreckliches']",[],[],schreck,schrecken,schrecken,schreck,,,,,,[],neutral
